"document_id","mention_id","table_id","relation","related_table_cells","exact","count","mention_table_id","mention"
20914,109959,205041,"sum","8,12,16,20,",True,"2",177170,"3,438"
20918,109986,205073,"same","10,",True,"3",177210,"40%"
20918,109985,205073,"same","8,",True,"3",177208,"41%"
20918,109983,205073,"same","12,",True,"3",177204,"44%"
20918,109984,205073,"same","4,",True,"3",177206,"50%"
20918,109982,205073,"same","2,",True,"2",177202,"51%"
20937,110081,205281,"same","14,",True,"3",177369,"6.3 per cent"
20937,110080,205281,"same","13,",False,"3",177368,"93 per cent"
20941,110095,205326,"same","2,",True,"2",177416,"10%"
20941,110097,205326,"same","6,",True,"2",177429,"33%"
20941,110096,205326,"same","4,",True,"2",177424,"55%"
20945,110110,205367,"sum","2,5,",True,"2",177448,"19 per cent"
20945,110111,205367,"same","8,",False,"3",177450,"22 per cent"
20945,110113,205367,"same","11,",False,"3",177453,"59 per cent"
20948,110131,205401,"same","11,",False,"3",177478,"59%"
20952,110154,205426,"same","25,",True,"3",177499,"21.8"
20952,110155,205426,"same","26,",True,"3",177503,"22.6"
20952,110151,205426,"same","3,",True,"3",177493,"35.9"
20952,110152,205426,"same","4,",True,"3",177495,"39.3"
20960,110200,205547,"same","9,",False,"3",177571,"$150,000,000"
20960,110200,205547,"sum","3,6,",False,"2",177571,"$150,000,000"
20960,110199,205547,"same","6,",False,"3",177570,"$52,000,000"
20960,110198,205547,"same","3,",False,"2",177568,"$98,000,000"
20975,110259,205752,"same","14,",True,"3",177633,"1,445"
20975,110257,205752,"same","4,",True,"3",177631,"1,700"
20975,110261,205752,"same","10,",True,"3",177635,"2,074"
20975,110260,205752,"same","5,",True,"3",177634,"2,075"
20975,110262,205752,"same","15,",True,"3",177636,"389"
20975,110258,205752,"same","9,",True,"3",177632,"4,120"
20977,110269,205780,"same","13,",True,"3",177655,"146"
20977,110267,205780,"same","3,",True,"3",177651,"198"
20977,110268,205780,"same","8,",True,"3",177653,"442"
20981,110289,205889,"same","17,",True,"3",177682,"10 per cent"
20981,110288,205889,"same","20,",True,"3",177679,"$5,919,378"
20984,110298,205939,"same","10,",True,"3",177693,"$166,288,492"
20984,110299,205939,"same","9,",True,"3",177694,"20 per cent"
20987,110305,205976,"same","13,",True,"3",177700,"20 per cent"
20987,110304,205976,"same","14,",True,"3",177699,"$80,877,236"
20988,110306,206001,"same","14,",True,"3",177701,"$202,713,675"
20988,110308,206001,"sum","14,23,",True,"3",177703,"$289,510,289"
20988,110307,206001,"same","23,",True,"3",177702,"$86,796,614"
20989,110315,206016,"sum","15,24,",True,"3",177707,"$1,022,253,789"
20989,110313,206016,"same","24,",True,"3",177705,"$373,350,704"
20989,110313,206016,"sum","18,21,",True,"2",177705,"$373,350,704"
20989,110311,206016,"same","15,",True,"3",177704,"$648,903,085"
20989,110311,206016,"sum","9,12,",True,"2",177704,"$648,903,085"
20991,110324,206043,"same","45,",True,"2",177714,"$2.00"
20991,110325,206043,"same","47,",True,"3",177715,"30%"
20991,110326,206043,"same","46,",True,"3",177716,"34"
21105,110926,207234,"same","19,",True,"3",178793,"0.7%"
21105,110923,207234,"same","8,",True,"3",178794,"49.7%"
21105,110924,207234,"same","13,",True,"3",178795,"50.3%"
21105,110925,207234,"same","2,",True,"3",178796,"5,422"
21105,110925,207234,"sum","7,12,",True,"2",178796,"5,422"
21107,110929,207253,"sum","23,28,",True,"3",178799,"1,503"
21107,110928,207253,"sum","3,8,",True,"3",178798,"888"
21108,110932,207290,"same","7,",True,"3",178802,"1,118"
21108,110933,207290,"same","12,",True,"3",178803,"30"
21108,110931,207290,"same","2,",True,"3",178801,"4,886"
21109,110945,207324,"same","9,",True,"3",178805,"11.4%"
21109,110949,207324,"same","19,",True,"3",178807,"32.9%"
21109,110943,207324,"same","4,",True,"3",178804,"47.4%"
21109,110947,207324,"same","14,",True,"3",178806,"8.1%"
21110,110964,207339,"same","23,",True,"3",178834,"1,663"
21110,110962,207339,"same","14,",True,"3",178832,"2.1%"
21110,110958,207339,"same","28,",True,"3",178828,"2,736"
21110,110958,207339,"sum","3,8,13,18,",True,"2",178828,"2,736"
21110,110961,207339,"same","9,",True,"3",178831,"33.0%"
21110,110960,207339,"same","4,",True,"3",178830,"58.3%"
21110,110963,207339,"same","19,",True,"4",178833,"6.6%"
21112,110969,207367,"same","22,",True,"3",178839,"1,421"
21112,110969,207367,"sum","2,7,12,17,",True,"2",178839,"1,421"
21112,110967,207367,"same","13,",True,"3",178837,"14.6%"
21112,110968,207367,"same","18,",True,"4",178838,"2.3%"
21112,110965,207367,"same","3,",True,"2",178835,"41.5%"
21112,110966,207367,"same","8,",True,"3",178836,"41.5%"
21113,110973,207406,"same","19,",True,"3",178843,"0.4%"
21113,110971,207406,"same","9,",True,"3",178841,"12.5%"
21113,110972,207406,"same","14,",True,"3",178842,"22.5%"
21113,110970,207406,"same","4,",True,"3",178840,"64.3%"
21116,110980,207465,"same","9,",True,"3",178854,"17.7%"
21116,110979,207465,"same","4,",True,"3",178853,"27.6%"
21116,110981,207465,"same","14,",True,"3",178855,"53.6%"
21117,110987,207495,"same","9,",True,"3",178861,"32.8%"
21117,110988,207495,"same","14,",True,"3",178863,"4.5%"
21117,110986,207495,"same","4,",True,"3",178859,"60.3%"
21166,111284,208201,"dif","17,18,",True,"3",179444,"$0.8 million"
21166,111276,208201,"rat","24,25,",False,"3",179450,"16.8 percent"
21166,111273,208201,"same","24,",True,"3",179447,"$26.1 million"
21166,111279,208201,"dif","7,8,",True,"3",179441,"$3.2 million"
21166,111281,208201,"dif","12,13,",True,"3",179442,"$3.4 million"
21166,111274,208201,"dif","24,25,",True,"3",179448,"$3.8 million"
21166,111283,208201,"same","12,",True,"3",179443,"$44.9 million"
21166,111278,208201,"same","7,",True,"3",179440,"$47.6 million"
21166,111272,208201,"rat","22,23,",False,"2",179446,"8.7 percent"
21166,111271,208201,"same","22,",True,"3",179445,"$93.4 million"
21363,112466,209658,"same","21,",True,"3",181336,"24%"
21363,112465,209658,"same","17,",True,"3",181335,"28.3%"
21364,112467,209659,"same","9,",True,"3",181337,"5.1%"
21364,112468,209659,"same","13,",True,"3",181338,"8.8%"
21440,112872,209863,"same","7,",True,"3",181878,"10.1%"
21440,112873,209863,"same","6,",True,"3",181879,"1,744,032"
21442,112890,209865,"same","9,",True,"4",181896,"1,059,200"
21442,112885,209865,"rat","14,15,",False,"2",181893,"10.6%"
21442,112885,209865,"same","13,",True,"3",181893,"10.6%"
21442,112893,209865,"same","29,",True,"4",181899,"207.0 million"
21442,112892,209865,"same","19,",True,"3",181898,"324.0 million"
21442,112891,209865,"same","14,",True,"4",181897,"4,106.8 million"
21442,112884,209865,"rat","9,10,",False,"2",181892,"8.5%"
21442,112884,209865,"same","8,",True,"3",181892,"8.5%"
21442,112889,209865,"same","28,",True,"3",181895,"9.1%"
21442,112887,209865,"rat","19,20,",False,"2",181894,"9.8%"
21442,112887,209865,"same","18,",True,"3",181894,"9.8%"
21443,112878,209866,"same","14,",True,"3",181884,"$199,000"
21443,112879,209866,"same","16,",False,"3",181885,"2%"
21443,112880,209866,"same","15,",True,"3",181886,"7.6%"
21446,112903,209874,"same","13,",True,"3",181928,"10.6%"
21446,112909,209874,"same","29,",True,"3",181907,"207.0 million"
21446,112906,209874,"same","19,",True,"3",181922,"324.0 million"
21446,112904,209874,"same","14,",True,"3",181930,"4,106.8 million"
21446,112908,209874,"same","28,",True,"3",181906,"9.1%"
21446,112905,209874,"same","18,",True,"3",181916,"9.8%"
21447,112911,209881,"same","8,",True,"3",181943,"10.1%"
21447,112913,209881,"same","13,",True,"3",181946,"12.2%"
21447,112916,209881,"same","19,",True,"3",181939,"290.2 million"
21447,112914,209881,"same","14,",True,"3",181951,"3,048.4 million"
21447,112912,209881,"same","9,",True,"3",181945,"738,983"
21447,112915,209881,"same","18,",True,"3",181938,"7.6%"
21449,112933,209893,"same","18,",True,"3",181975,"18.3%"
21449,112931,209893,"same","9,",True,"3",181972,"242,696"
21449,112930,209893,"same","13,",True,"3",181970,"4.2%"
21449,112929,209893,"same","8,",True,"3",181968,"4.8%"
21449,112934,209893,"same","19,",True,"3",181980,"67.1 million"
21449,112932,209893,"same","14,",True,"3",181973,"756.8 million"
21450,112942,209898,"same","4,",True,"3",181985,"$1,000"
21450,112937,209898,"same","4,",True,"3",181989,"$1,000"
21450,112941,209898,"same","10,",True,"3",181984,"$5,200"
21450,112936,209898,"same","10,",True,"3",181988,"$5,200)"
21450,112943,209898,"same","2,",True,"4",181986,"$6,000)"
21450,112935,209898,"same","2,",True,"3",181987,"$6,000)"
21451,112946,209905,"same","13,",True,"3",181992,"11.6"
21451,112947,209905,"same","14,",True,"3",181993,"301.6 million"
21451,112949,209905,"same","19,",True,"3",182005,"32.9 million"
21451,112948,209905,"same","18,",True,"3",181999,"3.8%"
21451,112944,209905,"same","8,",True,"3",181990,"5.0%"
21451,112945,209905,"same","9,",True,"3",181991,"77,521"
21453,112953,209915,"same","4,",True,"3",182013,"$20,000"
21453,112952,209915,"same","2,",True,"3",182011,"$50,000"
21453,112957,209915,"same","8,",True,"3",182012,"$9,000"
21454,112960,209921,"same","19,",True,"3",182015,"230.8 million"
21454,112959,209921,"same","18,",True,"3",182014,"3.9%"
21456,112967,209932,"same","14,",True,"3",182019,"159.4 million"
21456,112965,209932,"same","13,",True,"3",182017,"17.2"
21564,113581,210365,"same","51,",True,"3",182699,"5.3"
21564,113580,210365,"same","47,",True,"3",182698,"5.7"
21564,113582,210365,"same","49,",True,"3",182700,"5.7"
21565,113584,210370,"same","90,",True,"3",182702,"$0.17"
21565,113586,210370,"same","93,",True,"3",182704,"$0.25"
21565,113583,210370,"same","84,",True,"3",182701,"$35.2 million"
21565,113585,210370,"same","87,",True,"3",182703,"$52.7 million"
21566,113591,210374,"same","23,",True,"3",182709,"$0.25"
21566,113589,210374,"same","20,",True,"3",182707,"$0.26"
21566,113590,210374,"same","17,",True,"3",182708,"$52.9 million"
21566,113588,210374,"same","14,",True,"3",182706,"$53.5 million"
21567,113593,210378,"same","55,",True,"3",182711,"$0.24"
21567,113595,210378,"same","58,",True,"3",182713,"$0.24"
21567,113597,210378,"dif","52,65,",False,"2",182716,"$2.1 million"
21567,113592,210378,"same","49,",True,"3",182710,"$54.0 million"
21567,113594,210378,"same","52,",True,"3",182712,"$54.3 million"
21573,113618,210390,"same","3,",True,"3",182735,"157"
21573,113617,210390,"same","2,",True,"3",182734,"92"
21574,113619,210391,"same","5,",True,"3",182736,"20%"
21574,113620,210391,"same","9,",True,"3",182737,"62%"
21574,113621,210391,"same","13,",True,"3",182738,"80%"
21606,113830,210458,"same","5,",False,"3",182945,"$100.0 million"
21606,113833,210458,"same","9,",True,"3",182949,"29.4%"
21606,113832,210458,"same","6,",False,"3",182947,"$77.3 million"
21608,113842,210469,"rat","25,26,",False,"2",182969,"14.6%"
21608,113838,210469,"same","26,",False,"3",182957,"$4.1 million"
21608,113835,210469,"same","25,",False,"3",182951,"$4.7 million"
21608,113844,210469,"same","29,",True,"3",182975,"6.9%"
21608,113839,210469,"same","28,",True,"3",182963,"7.5%"
21642,114023,210712,"same","7,",True,"3",183207,"258.15"
21642,114022,210712,"same","3,",True,"3",183206,"290.25"
21717,114377,211010,"same","14,",True,"3",183621,"10.0 percent"
21717,114373,211010,"same","10,",True,"3",183626,"10.0 percent"
21717,114374,211010,"same","11,",True,"3",183628,"10.2 percent"
21717,114376,211010,"same","15,",True,"3",183620,"10.3 percent"
21717,114385,211010,"same","20,",True,"3",183624,"6.0 percent"
21717,114372,211010,"same","8,",True,"3",183625,"6.3 percent"
21717,114379,211010,"same","16,",True,"3",183630,"6.7 percent"
21717,114375,211010,"same","12,",True,"3",183631,"6.8 percent"
21717,114383,211010,"same","18,",True,"3",183623,"7.6 percent"
21717,114381,211010,"same","19,",True,"3",183622,"8.0 percent"
21717,114371,211010,"same","6,",True,"3",183619,"8.6 percent"
21717,114370,211010,"same","7,",True,"3",183618,"9.0 percent"
21720,114410,211024,"same","4,",True,"3",183662,"41,300"
21864,115278,212696,"same","8,",True,"3",185421,"12,227"
21864,115277,212696,"same","9,",True,"3",185419,"9,389"
21866,115279,212724,"same","11,",True,"3",185423,"10"
21867,115287,212765,"same","44,",True,"3",185437,"21,940"
21867,115287,212765,"sum","4,9,14,19,24,29,34,39,",True,"2",185437,"21,940"
21867,115286,212765,"same","42,",True,"3",185436,"26,060"
21867,115286,212765,"sum","2,7,12,17,22,27,32,37,",True,"2",185436,"26,060"
21867,115288,212765,"same","17,",True,"2",185449,"3,508"
21869,115296,212831,"same","10,",True,"3",185456,"15 per cent"
21869,115295,212831,"same","20,",True,"2",185454,"67 per cent"
21875,115327,212896,"same","3,",True,"3",185492,"21,000"
21878,115336,212918,"same","44,",True,"3",185504,"21,940"
21878,115335,212918,"same","42,",True,"3",185500,"26,060"
21885,115367,213082,"same","11,",True,"3",185541,"10"
21885,115362,213082,"same","2,",True,"3",185545,"11,461"
21885,115366,213082,"same","8,",True,"4",185547,"12,227"
21885,115363,213082,"same","6,",True,"3",185585,"20.5 per cent"
21885,115364,213082,"same","5,",True,"3",185586,"6.7 per cent"
21885,115361,213082,"same","3,",True,"3",185544,"7,795"
21885,115365,213082,"same","9,",True,"3",185546,"9,389"
21887,115378,213178,"same","8,",True,"3",185606,"10"
21887,115384,213178,"same","33,",True,"2",185612,"14"
21887,115380,213178,"same","13,",True,"3",185608,"15"
21887,115377,213178,"same","17,",True,"2",185605,"829"
21889,115415,213240,"same","10,",True,"3",185680,"94 per cent"
21892,115436,213277,"same","10,",True,"3",185715,"43 per cent"
21892,115435,213277,"same","20,",True,"4",185714,"57 per cent"
21895,115448,213317,"same","10,",True,"2",185756,"25 per cent"
21895,115450,213317,"same","30,",True,"3",185758,"28 per cent"
21895,115455,213317,"same","5,",True,"3",185778,"35 per cent"
21895,115456,213317,"same","9,",True,"3",185780,"57 per cent"
21901,115482,213377,"same","2,",True,"4",185826,"13 per cent"
21901,115477,213377,"same","10,",True,"3",185820,"19 per cent"
21901,115480,213377,"same","12,",True,"3",185824,"3.7 per cent"
21901,115476,213377,"same","20,",True,"3",185818,"3.9 per cent"
21901,115484,213377,"same","5,",True,"3",185828,"49 per cent"
21901,115486,213377,"same","9,",True,"3",185830,"71 per cent"
21904,115496,213412,"same","10,",True,"3",185853,"15 per cent"
21904,115497,213412,"same","20,",True,"3",185857,"67 per cent"
21910,115528,213488,"same","11,",True,"3",185914,"10"
21922,115581,213726,"sum","3,6,9,12,",False,"2",186008,"21,000"
21922,115579,213726,"same","2,",True,"3",186006,"36.5 per cent"
21922,115585,213726,"same","5,",True,"3",186002,"5.5 per cent"
21922,115587,213726,"same","8,",True,"3",186004,"57.0 per cent"
21922,115583,213726,"same","3,",True,"3",186010,"7,700"
21925,115596,213737,"same","3,",True,"3",186018,"21,000"
21926,115599,213765,"same","20,",True,"3",186025,"32.6 per cent"
21926,115602,213765,"same","25,",False,"3",186028,"3,500"
21926,115601,213765,"same","23,",False,"3",186027,"4,600"
21926,115600,213765,"same","22,",False,"3",186026,"6,200"
21928,115618,213813,"same","5,",False,"3",186084,"21.5 per cent"
21928,115617,213813,"same","9,",False,"3",186083,"26 per cent"
21928,115616,213813,"same","2,",False,"2",186082,"34.1 per cent"
21928,115609,213813,"same","10,",False,"3",186055,"34.3 per cent"
21928,115615,213813,"same","6,",False,"3",186064,"35.7 per cent"
21928,115613,213813,"same","3,",False,"3",186063,"36.0 per cent"
21928,115611,213813,"same","7,",False,"3",186062,"37.5 per cent"
21928,115610,213813,"same","8,",True,"3",186061,"48.2 per cent"
21932,115636,213845,"same","45,",True,"2",186114,"11"
21932,115635,213845,"same","43,",True,"2",186113,"14"
21932,115633,213845,"same","44,",True,"2",186110,"21,940"
21932,115633,213845,"sum","4,9,14,19,24,29,34,39,",True,"2",186110,"21,940"
21932,115632,213845,"same","42,",True,"2",186109,"26,060"
21932,115632,213845,"sum","2,7,12,17,22,27,32,37,",True,"2",186109,"26,060"
21932,115634,213845,"same","17,",True,"2",186115,"3,508"
21933,115639,213868,"same","35,",True,"3",186126,"10"
21933,115641,213868,"same","13,",True,"2",186137,"18"
21933,115642,213868,"same","12,",False,"2",186139,"6,380"
21934,115652,213894,"same","30,",False,"3",186153,"12,700"
21934,115648,213894,"same","20,",False,"3",186147,"1,800"
21934,115650,213894,"same","40,",False,"3",186151,"400"
21934,115646,213894,"same","10,",False,"3",186143,"7,000"
21937,115664,213923,"avg","13,14,15,16,",True,"2",186165,"55 per cent"
21940,115677,213930,"same","45,",True,"2",186199,"11"
21940,115675,213930,"same","43,",True,"2",186192,"14"
21940,115671,213930,"same","44,",True,"3",186188,"21,940"
21940,115671,213930,"sum","4,9,14,19,24,29,34,39,",True,"2",186188,"21,940"
21940,115670,213930,"same","42,",True,"3",186182,"26,060"
21940,115670,213930,"sum","2,7,12,17,22,27,32,37,",True,"2",186182,"26,060"
21946,115710,213974,"same","5,",True,"3",186228,"21,940"
21946,115709,213974,"same","4,",True,"2",186227,"26,060"
21978,115843,214140,"same","22,",True,"3",186383,"2,661,929"
21978,115839,214140,"same","12,",True,"3",186379,"31,308,665"
21978,115841,214140,"same","17,",True,"3",186381,"4,347,827"
22063,116337,214386,"sum","9,26,",True,"2",186911,"102"
22063,116332,214386,"sum","17,34,",True,"2",186907,"208"
22063,116334,214386,"sum","17,34,",True,"2",186909,"208"
22063,116338,214386,"sum","13,30,",True,"4",186912,"35"
22063,116336,214386,"sum","5,22,",True,"2",186910,"71"
22069,116359,214406,"same","3,",True,"4",186949,"43"
22069,116360,214406,"same","6,",True,"3",186951,"58"
22069,116358,214406,"same","5,",True,"3",186955,"60"
22069,116357,214406,"dif","5,8,",True,"2",186953,"64"
22074,116381,214419,"same","4,",True,"3",186987,"119"
22074,116378,214419,"same","8,",True,"3",186984,"228"
22074,116379,214419,"same","8,",True,"3",186985,"228"
22074,116382,214419,"same","6,",True,"3",186988,"36"
22074,116380,214419,"same","2,",True,"3",186986,"73"
22081,116408,214434,"same","2,",True,"3",187018,"104"
22081,116411,214434,"same","6,",True,"3",187016,"29"
22081,116410,214434,"same","3,",True,"3",187015,"33"
22081,116409,214434,"same","5,",True,"3",187020,"85"
22087,116434,214448,"same","6,",True,"3",187045,"38"
22087,116433,214448,"same","3,",True,"3",187044,"57"
22087,116432,214448,"same","5,",True,"3",187047,"65"
22087,116431,214448,"same","2,",True,"3",187046,"88"
22098,116480,214497,"same","3,",True,"3",187094,"21"
22098,116481,214497,"same","6,",True,"3",187095,"26"
22098,116479,214497,"same","5,",True,"3",187097,"64"
22098,116478,214497,"same","2,",True,"3",187096,"89"
22100,116482,214508,"same","3,",True,"2",187098,"21"
22118,116553,214581,"same","6,",True,"3",187186,"14"
22118,116551,214581,"same","3,",True,"3",187185,"18"
22118,116547,214581,"same","2,",True,"3",187190,"21"
22118,116549,214581,"same","5,",True,"3",187194,"24"
22139,116631,214666,"same","3,",True,"2",187290,"70"
22139,116633,214666,"same","6,",True,"3",187291,"70"
22139,116629,214666,"same","5,",True,"2",187295,"70"
22139,116628,214666,"same","2,",True,"3",187293,"73"
22296,117383,216141,"same","4,",True,"3",188432,"31,900"
22298,117401,216144,"same","14,",True,"2",188448,"40,000"
22298,117397,216144,"same","10,",True,"3",188445,"50,300"
22298,117394,216144,"same","8,",True,"3",188441,"62,500"
22321,117502,216218,"same","2,",True,"3",188587,".075"
22321,117503,216218,"same","3,",True,"3",188588,".375"
22460,118150,216738,"same","19,",True,"2",189317,"184,867"
22460,118148,216738,"same","21,",True,"3",189315,"3,067"
22470,118190,216767,"same","17,",True,"3",189357,"13"
22470,118189,216767,"same","18,",True,"3",189356,"15"
22470,118193,216767,"same","2,",True,"2",189355,"24"
22575,118868,217344,"same","3,",True,"3",190142,"2.3"
22575,118867,217344,"same","7,",True,"3",190141,"2.4"
22575,118866,217344,"same","11,",True,"2",190140,"5.4 P/TBV"
22577,118870,217352,"same","8,",True,"3",190144,"5.4%"
22623,119099,217660,"same","18,",True,"3",190591,"16%"
22623,119100,217660,"same","19,",True,"3",190592,"25%"
22733,119802,218337,"same","15,",True,"2",191645,"70"
22733,119801,218337,"same","14,",True,"3",191644,"77.20"
22742,119846,218350,"same","10,",True,"2",191696,"73"
22742,119845,218350,"same","9,",True,"3",191694,"79.67"
22747,119881,218358,"same","12,",True,"4",191756,"1,462,500"
22749,119892,218364,"same","3,",True,"3",191764,"$0.25"
22749,119893,218364,"same","12,",True,"3",191768,"1,462,500"
22755,119909,218376,"same","3,",True,"3",191796,"$0.25"
22755,119912,218376,"same","12,",True,"3",191808,"1,462,500"
22755,119910,218376,"same","21,",True,"3",191800,"16.12%"
22755,119908,218376,"same","9,",True,"3",191792,"$365,625"
22756,119917,218384,"same","3,",True,"3",191829,"$0.25"
22756,119920,218384,"same","12,",True,"3",191841,"1,096,875"
22756,119918,218384,"same","21,",True,"3",191833,"12.60%"
22756,119916,218384,"same","9,",False,"3",191825,"$274,219"
22758,119928,218393,"same","3,",True,"3",191865,"$0.25"
22758,119930,218391,"same","12,",True,"3",191871,"1,462,500"
22758,119927,218393,"same","9,",False,"3",191861,"$182,813"
22758,119931,218393,"same","12,",True,"3",191877,"731,250"
22758,119929,218393,"same","21,",True,"3",191869,"8.77%"
22759,119936,218400,"same","3,",True,"3",191898,"$0.25"
22759,119939,218397,"same","9,",True,"3",191907,"365,625"
22759,119937,218400,"same","21,",True,"3",191902,"4.58%"
22759,119938,218399,"same","12,",True,"3",191905,"731,250"
22759,119935,218400,"same","9,",True,"3",191894,"$91,406.25"
22761,119947,218404,"same","30,",True,"3",191927,"$80,953"
22763,119954,218408,"same","6,",True,"3",191931,"$20,000"
22763,119955,218408,"same","10,",True,"3",191932,"$5,000"
22814,120246,218536,"same","17,",True,"3",192305,"$1.49 billion"
22814,120248,218536,"same","18,",True,"3",192307,"$1.69 billion"
22814,120244,218536,"same","13,",True,"3",192304,"$5.58 billion"
22814,120242,218536,"same","12,",True,"3",192303,"$5.82 billion"
22814,120240,218536,"sum","13,18,",True,"2",192311,"$7.27 billion"
22814,120239,218536,"sum","12,17,",False,"2",192309,"$7.32 billion"
22886,120622,218792,"same","5,",True,"3",192780,"13.0"
22886,120619,218792,"same","3,",True,"3",192777,".264"
22886,120620,218792,"same","2,",True,"3",192778,".273"
22886,120621,218792,"same","6,",True,"3",192779,"7.0"
22930,120845,219020,"same","7,",True,"3",193118,"$1,500"
22930,120846,219020,"same","8,",True,"3",193120,"$2,000"
22930,120844,219020,"same","6,",True,"3",193124,"$500"
22931,120849,219021,"same","10,",True,"3",193136,"$1,000"
22931,120850,219021,"same","11,",True,"3",193138,"$1,000"
22932,120853,219022,"same","14,",True,"3",193141,"$1,500"
22932,120854,219022,"same","15,",True,"3",193142,"$500"
22993,121140,219122,"same","5,",True,"3",193440,"$14,000"
22993,121141,219122,"same","6,",True,"3",193441,"$15,000"
22993,121145,219122,"same","8,",True,"3",193445,"$18,000"
22993,121148,219122,"same","9,",True,"3",193448,"$20,000"
22993,121144,219122,"dif","5,8,",True,"2",193444,"$4,000"
22993,121147,219122,"dif","6,9,",True,"2",193447,"$5,000"
23109,121749,219622,"same","3,",True,"3",194178,".158"
23109,121750,219622,"same","2,",True,"3",194179,".220"
23109,121752,219622,"same","9,",True,"3",194183,"69"
23109,121754,219622,"same","8,",True,"3",194190,"82"
23137,121895,219829,"same","9,",False,"2",194312,"18.19 percent"
23137,121894,219829,"same","4,",False,"2",194311,"20.82 percent"
23137,121896,219829,"same","5,",True,"2",194313,"2.42 percent"
23137,121897,219829,"same","10,",False,"3",194314,"4.22 percent"
23150,121954,219842,"same","3,",True,"3",194371,"10%"
23150,121953,219842,"same","2,",True,"3",194370,"$500"
23154,121984,219851,"same","8,",True,"3",194405,"$150"
23154,121986,219851,"same","10,",True,"3",194407,"30%"
23154,121985,219851,"same","9,",True,"3",194406,"$300"
23155,121988,219853,"same","14,",True,"3",194409,"$100"
23155,121989,219853,"same","15,",True,"3",194410,"$125"
23155,121991,219853,"same","16,",True,"3",194412,"30%"
23156,122010,219855,"same","22,",True,"3",194431,"10%"
23156,121995,219855,"same","5,",True,"3",194416,"$25"
23156,122011,219855,"same","28,",True,"3",194432,"25%"
23156,122007,219855,"same","29,",True,"3",194428,"$2.50"
23156,122005,219855,"same","23,",True,"3",194426,"$3"
23156,121996,219855,"same","6,",True,"3",194417,"$30"
23156,122003,219855,"same","17,",True,"3",194424,"$30"
23156,122000,219855,"same","10,",True,"3",194421,"30%"
23156,122009,219855,"same","16,",True,"3",194430,"30%"
23156,122004,219855,"same","18,",True,"3",194425,"$37.50"
23156,121997,219855,"same","11,",True,"3",194418,"$45"
23156,122006,219855,"same","24,",True,"3",194427,"$5"
23156,122008,219855,"same","30,",True,"3",194429,"$5"
23156,121999,219855,"same","4,",True,"3",194420,"5%"
23156,121998,219855,"same","12,",True,"3",194419,"$90"
23176,122119,219884,"same","8,",True,"2",194545,"$100,000"
23176,122120,219884,"same","10,",True,"2",194546,"$200,000"
23177,122122,219886,"same","8,",True,"2",194551,"$200"
23177,122127,219886,"same","24,",True,"3",194554,"$200"
23177,122129,219886,"same","4,",True,"3",194555,"$23.22"
23177,122121,219886,"same","16,",True,"3",194550,"$25,000"
23177,122131,219885,"same","13,",True,"2",194557,"$30,000"
23177,122130,219885,"same","13,",True,"2",194556,"$30,000.00"
23180,122140,219889,"same","3,",True,"3",194576,"$0.10"
23180,122139,219889,"same","9,",True,"3",194573,"$200,000"
23180,122142,219889,"same","12,",True,"3",194585,"2,000,000"
23180,122141,219889,"same","21,",True,"3",194579,"28.58%"
23181,122146,219892,"same","22,",True,"3",194580,"102"
23181,122146,219892,"sum","7,12,17,",True,"2",194580,"102"
23181,122147,219892,"same","12,",True,"3",194582,"24"
23181,122149,219892,"same","17,",True,"3",194586,"26"
23182,122151,219893,"same","3,",True,"3",194605,"$0.10"
23182,122150,219894,"same","9,",True,"3",194601,"$150,000"
23182,122153,219894,"same","12,",True,"2",194616,"1,500,000"
23182,122159,219894,"dif","18,21,",False,"2",194596,"76.92%"
23185,122176,219900,"same","3,",True,"3",194641,"$0.10"
23185,122175,219900,"same","9,",True,"3",194637,"$100,000"
23185,122178,219900,"same","18,",True,"3",194649,"1,000,000"
23185,122177,219900,"same","21,",True,"3",194644,"16.67%"
23190,122210,219905,"same","7,",True,"3",194660,"12.6"
23190,122212,219905,"same","11,",True,"3",194661,"9.4"
23223,122405,220120,"same","2,",True,"3",194923,"48 percent"
23223,122406,220120,"same","4,",True,"3",194925,"57 percent"
23224,122407,220132,"same","6,",True,"4",194935,"91 percent"
23224,122408,220132,"same","8,",True,"3",194936,"92 percent"
23234,122443,220200,"same","18,",True,"3",194985,"1.25"
23237,122454,220232,"same","36,",True,"2",195014,"1.3 percent per year"
23237,122455,220232,"same","4,",True,"3",195015,"1.6 percent"
23246,122508,220363,"same","27,",True,"3",195094,"0.42"
23246,122506,220363,"same","3,",True,"3",195092,"0.56"
23246,122505,220363,"same","26,",True,"3",195091,"216"
23246,122504,220363,"same","2,",True,"3",195090,"245"
23246,122511,220363,"dif","20,23,",True,"3",195097,"30"
23260,122584,220558,"same","8,",True,"3",195185,"$102.1 billion"
23260,122582,220558,"same","11,",True,"3",195184,"$121.2 billion"
23260,122588,220558,"same","2,",True,"3",195189,"$38.1 billion"
23260,122586,220558,"same","5,",True,"3",195187,"$60.4 billion"
23266,122626,220615,"same","26,",True,"3",195263,"$18.0 billion"
23267,122644,220633,"same","10,",True,"2",195277,"$15.6 billion"
23273,122674,220663,"same","15,",True,"3",195315,"$101.0 billion"
23273,122671,220663,"same","3,",True,"3",195311,"$24.3 billion"
23273,122672,220663,"same","7,",True,"3",195312,"$38.9 billion"
